doc_id,source,published_at,title,url,candidate_label,label_evidence,cjk_chars,review_include,review_gold_label,reviewer,reviewed_at,review_notes
4b8c373329335c5131bc02bd,infoq,2025-01-13,员工年会中608万彩票，公司要求退还；3倍工资挖人、3个月开除，大佬怒怼竟对恶意挖人；DeepSeek App正式推出 |AI周报,https://www.infoq.cn/article/A2lNTBuAFpFHM6zKg6QO,original_pending_review,"[""original_candidate_signal""]",5414,,,,,
9abc3497824840748a8e54db,infoq,2024-09-02,曝国产GPU独角兽全员被裁、欠薪记账，400人原地失业；小天才手表应用称“中国人最虚伪”，官方回应；星巴克新CEO坐3小时专机上下班｜AI周报,https://www.infoq.cn/article/g3MeddmScRBY2CXPfcmS,original_pending_review,"[""original_candidate_signal""]",5330,,,,,
d6179857ad64a5791ea201a5,infoq,2023-12-16,月薪八千离职赔百万，宁德时代的“竞业封印”；国内互联网大厂月薪最新一览；蚂蚁宣布新一轮职级体系改革 ｜ Q资讯,https://www.infoq.cn/article/w7BTZJPJc72ABJsWfrgy,original_pending_review,"[""original_candidate_signal""]",2533,,,,,
c43904af3434cd97a9c1c348,infoq,2025-05-21,不用再充95刀的 Runway了？图森未来上线AI动漫生成平台：3分钟生成视频，个人免费无限使用,https://www.infoq.cn/article/uODzFMKGcuLcWmILXslZ,original_pending_review,"[""original_candidate_signal""]",1246,,,,,
b69592eaa45ace0d3151790a,infoq,2024-05-13,李彦宏内部评璩静风波；美国拟限制“开源 AI 大模型出口”；OpenAI 人工智能搜索产品有望于下周一推出 | AI 周报,https://www.infoq.cn/article/E6BKAtak6p7mZoWwmzsz,original_pending_review,"[""original_candidate_signal""]",5175,,,,,
685013987d422362b8c9887d,infoq,2024-10-29,企业对AI+的期待是什么？业务全场景的智能应用,https://www.infoq.cn/article/x1TsysZokOlI5BdfIrpy,original_pending_review,"[""original_candidate_signal""]",5211,,,,,
b4ad1d3c1f4cb52dd34bdc8e,infoq,2023-12-18,银行工程师离职删库，被判两年监禁；华为做得好被指因为“财散人聚”机制；GPT-4.5被疑定价是GPT-4的6倍｜AI一周资讯,https://www.infoq.cn/article/yr9cz9Dzoy16UBxW8ZVF,original_pending_review,"[""original_candidate_signal""]",2236,,,,,
d4407ed937d0f78f325c3fbd,infoq,2025-05-23,业界对Agent的最大误解：它能解决所有问题,https://www.infoq.cn/article/bTNpjxSzFZ8fKkewU5Dz,original_pending_review,"[""original_candidate_signal""]",3967,,,,,
fc3f30d6be43fd1fc2ce5d24,infoq,2024-09-30,腾讯被曝隐藏专业职级，不希望以职级论英雄；要求加薪减工时、职位“世袭”？！印度三星离谱罢工；“拒绝跑步被辞退”当事人道歉 | Q资讯,https://www.infoq.cn/article/uwjRymcH7rdDVxXi7WYR,original_pending_review,"[""original_candidate_signal""]",6428,,,,,
8f0967e04bbf010da835c152,infoq,2023-11-27,拼多多成立大模型团队，年薪百万招聘人才；网传TCL旗下芯片公司“原地解散”；小伙被AI换脸的“表哥”骗走30万 | AI一周资讯,https://www.infoq.cn/article/CsiC1DgdR94TEDf3X3rQ,original_pending_review,"[""original_candidate_signal""]",3138,,,,,
267076ea748aaddaff05674c,infoq,2024-12-25,百度发布文心快码无障碍版，“闭眼”写代码是种什么体验？,https://www.infoq.cn/article/PJx8SCipIZhf7e6gM10I,original_pending_review,"[""original_candidate_signal""]",601,,,,,
dd86672b2fb8f41a0a14698a,infoq,2023-03-20,美政府要求字节出售TikTok，TikTok回应；苹果推迟发放员工奖金；马斯克再痛批曾斥巨资的OpenAI变质 | AI一周资讯,https://www.infoq.cn/article/NI75sRNGCt2yqH0gp5jq,original_pending_review,"[""original_candidate_signal""]",3397,,,,,
efab0f19314b6c55cdee5cb4,infoq,2023-02-07,搜索引擎要变天了：谷歌正式宣布推出 Bard，应对突然上线的增强型Bing,https://www.infoq.cn/article/z30mE0bxrvItO9Mm52Nw,original_pending_review,"[""original_candidate_signal""]",1629,,,,,
996890ce501a108116687c87,infoq,2024-12-13,1620天后，Redis之父强势归来：开始着手修复社区裂痕，并布局下一代向量数据库,https://www.infoq.cn/article/keyQoFMZkUj081kAFAD5,original_pending_review,"[""original_candidate_signal""]",3361,,,,,
0d0ed9e0faafe69f1fbe1c37,infoq,2024-02-22,硅谷 AI 企业卷出新高度，谷歌推出开放大语言模型 Gemma，声称超越 Meta Llama-2 ，谁将成为最强王者？ | 讨论,https://www.infoq.cn/article/2hgvNSuRdHqGjkWLy1zJ,original_pending_review,"[""original_candidate_signal""]",742,,,,,
c0e9d987562ee7db55a0c021,infoq,2023-06-18,苹果Vision Pro商标撞车华为；Vue.js作者入驻 “爱发电”赞助平台，称来自国内的赞助非常少；14岁天才少年入职SpaceX ｜ Q资讯,https://www.infoq.cn/article/mq0Wo3OfLMU1Hjh4ef5o,original_pending_review,"[""original_candidate_signal""]",2362,,,,,
99c34f63e07d1605f0024545,infoq,2023-03-25,百度回应文心一言“套壳”质疑；TikTok在美国经历生死时刻；IT外包行业面临最大规模裁员，埃森哲将暴力裁员1.9万人 ｜ Q资讯,https://www.infoq.cn/article/zwmQq3aq7I7RiAqVCOpr,original_pending_review,"[""original_candidate_signal""]",2355,,,,,
fad6c64b74d0a163a882f092,infoq,2024-06-26,大模型训练检查点写入速度相比 PyTorch 加快 116 倍！微软提出FastPersist 新方法,https://www.infoq.cn/article/kgFyRwZx2ruihJlcZDRv,original_pending_review,"[""original_candidate_signal""]",3361,,,,,
829bd7620f174a03524a93eb,infoq,2024-10-24,百度又放大招！视觉生成模型Hallo2或将落地数字人等场景,https://www.infoq.cn/article/A8ZIAPqRcYKSJ5fRB0D8,original_pending_review,"[""original_candidate_signal""]",601,,,,,
1084f0a4134576b53eab1359,infoq,2024-06-26,没想到国内大模型厂商又一次high起来，是因为OpenAI 断供！,https://www.infoq.cn/article/9RsNpcVNEZorwctMtfqy,original_pending_review,"[""original_candidate_signal""]",2341,,,,,
9edae0292a987b27ead298dc,infoq,2023-07-12,理论→实践：金融科技与 AI 如何有效融合？ | ArchSummit 深圳×汇丰科技,https://www.infoq.cn/article/P0i2zyh1Ym0FVx8IsTIL,original_pending_review,"[""original_candidate_signal"", ""local_interview_or_talk""]",2735,,,,,
9894f671b6015ea06feb6543,infoq,2023-11-20,银行数字化作业不能“互抄”？我们总结了五大场景要素和两大路径,https://www.infoq.cn/article/C2KN4TWI03iOyhXg2eaw,original_pending_review,"[""original_candidate_signal""]",2841,,,,,
32820b09ec8dd3edac07c47f,infoq,2023-12-07,没必要非得固守纯向量数据库！专访亚马逊云科技数据库和迁移副总裁Jeff Carter,https://www.infoq.cn/article/LAvHdllNrSpdZlsAk9x4,original_pending_review,"[""original_candidate_signal""]",4574,,,,,
3c30e60531012a7637fe1467,infoq,2025-05-16,DevEco Studio AI辅助开发工具两大升级功能 鸿蒙应用开发效率再提升,https://www.infoq.cn/article/LtPvGTzFsJOhc9xXE9aL,original_pending_review,"[""original_candidate_signal""]",1336,,,,,
55a8c05716103aaced6ecf7f,jiqizhixin,2023-07-06,安卓手机上跑15亿参数大模型，12秒不到就推理完了,https://www.jiqizhixin.com/articles/2023-07-06-7,original_pending_review,"[""article_type=原创""]",2994,,,,,
fa163cc45f188787c254bb01,jiqizhixin,2024-06-03,给ChatGPT越狱，谈场赛博恋爱,https://www.jiqizhixin.com/articles/2024-06-03-7,original_pending_review,"[""article_type=原创""]",1556,,,,,
eb6dd33615f28549e7c7eb4d,jiqizhixin,2024-05-08,前特斯拉Optimus科学家跳槽HF，直接开源了一个机器人代码库,https://www.jiqizhixin.com/articles/2024-05-08-3,original_pending_review,"[""article_type=原创""]",714,,,,,
6d28870921e2543cc882d1a0,jiqizhixin,2023-10-24,Meta FAIR 和 Samaya AI 团队利用 AI 提高维基百科的可验证性,https://www.jiqizhixin.com/articles/2023-10-24-2,original_pending_review,"[""article_type=原创""]",1449,,,,,
48fbbeedf363a19eeb696de3,jiqizhixin,2021-09-08,我们和腾讯一同做了件事，想让困难学生免费学习 AI,https://www.jiqizhixin.com/articles/2021-09-08-3,original_pending_review,"[""article_type=原创""]",1955,,,,,
083b3404b149d8ac9b9673a0,jiqizhixin,2023-07-26,Transformer作者创立，Hinton、李飞飞青睐，明星创企Cohere推出打工人专用知识助手,https://www.jiqizhixin.com/articles/2023-7-26-29,original_pending_review,"[""article_type=原创""]",1360,,,,,
7103a1b4c0cb80218a653a03,jiqizhixin,2023-11-20,GPT-4V在自动驾驶上应用前景如何？面向真实场景的全面测评来了,https://www.jiqizhixin.com/articles/2023-11-20-10,original_pending_review,"[""article_type=原创""]",2987,,,,,
045d4c5b6a5c14baa17f288e,jiqizhixin,2024-05-17,航空航天的未来在AI？美国NASA任命首位首席人工智能官,https://www.jiqizhixin.com/articles/2024-05-17,original_pending_review,"[""article_type=原创""]",2054,,,,,
b2e18d9fb55b6c290390b211,jiqizhixin,2023-07-04,华为在手机上，率先实现本地端自然语言搜图功能,https://www.jiqizhixin.com/articles/2023-07-04-5,original_pending_review,"[""article_type=原创""]",3532,,,,,
eb7467f671326d3eeabb4e37,jiqizhixin,2021-06-15,2021年加拿大工程院院士名单出炉，杨强、张大鹏、刘学等多位华人入选,https://www.jiqizhixin.com/articles/2021-06-15-2,original_pending_review,"[""article_type=原创""]",2324,,,,,
1d669586ccdb02f6bba9a3c4,jiqizhixin,2023-11-20,真正实现一步文生图，谷歌UFOGen极速采样，生成高质量图像,https://www.jiqizhixin.com/articles/2023-11-20-8,original_pending_review,"[""article_type=原创""]",1968,,,,,
e89331895381298c2efeba0b,jiqizhixin,2023-08-07,检测并消除瑕疵，DeSRA让真实场景超分中的GAN更加完美,https://www.jiqizhixin.com/articles/2023-08-07-2,original_pending_review,"[""article_type=原创""]",3637,,,,,
10b4ff947e750938d62a417a,jiqizhixin,2023-10-30,基于Transformer和注意力的可解释核苷酸语言模型，用于pegRNA优化设计,https://www.jiqizhixin.com/articles/2023-10-30-23,original_pending_review,"[""article_type=原创""]",1536,,,,,
531294d76613f7f5fddf19b4,jiqizhixin,2021-11-08,台积电交卷：已向美国商务部提供芯片供应信息，但未披露客户特定数据,https://www.jiqizhixin.com/articles/2021-11-08-3,original_pending_review,"[""article_type=原创""]",1498,,,,,
d024e5583cf4b0a8a8e64067,jiqizhixin,2023-08-26,中国科学院团队首篇LLM模型压缩综述：细聊剪枝、知识蒸馏、量化技术,https://www.jiqizhixin.com/articles/2023-08-26-5,original_pending_review,"[""article_type=原创""]",1926,,,,,
23865d911f8bfd307fbfb8ce,jiqizhixin,2023-05-04,以前所未有的原子数量进行量子力学模拟，机器学习发现新的高压固体氢,https://www.jiqizhixin.com/articles/2023-5-4-19,original_pending_review,"[""article_type=原创""]",1359,,,,,
646b73aae2b0dc8f311a9f0c,jiqizhixin,2024-05-20,在对齐 AI 时，为什么在线方法总是优于离线方法？,https://www.jiqizhixin.com/articles/2024-05-20-3,original_pending_review,"[""article_type=原创""]",2636,,,,,
cf487d67cd440c9b22a5e164,jiqizhixin,2021-10-29,手机上的光线追踪，OPPO率先做到了,https://www.jiqizhixin.com/articles/2021-10-29-6,original_pending_review,"[""article_type=原创""]",2629,,,,,
2b76a47b992b851aa8addf05,jiqizhixin,2023-11-07,DeepMind指出「Transformer无法超出预训练数据实现泛化」，但有人投来质疑,https://www.jiqizhixin.com/articles/2023-11-07-6,original_pending_review,"[""article_type=原创""]",2323,,,,,
b01996e526ebe6092ad8282c,jiqizhixin,2023-11-10,李飞飞团队新作：脑控机器人做家务，让脑机接口具备少样本学习能力,https://www.jiqizhixin.com/articles/2023-11-10-3,original_pending_review,"[""article_type=原创""]",3014,,,,,
8d03602a0069443799951a8d,jiqizhixin,2021-10-21,CVPR 2022官方发布重要通知，禁止审稿期公开传播论文，静默期4个多月,https://www.jiqizhixin.com/articles/2021-10-23,original_pending_review,"[""article_type=原创""]",992,,,,,
92875b6e107147cc8e9acfec,jiqizhixin,2021-11-19,左手预测洪水，右手宠物画像：谷歌举办“Inventors”活动集中性展示AI技术创新应用,https://www.jiqizhixin.com/articles/2021-11-19-2,original_pending_review,"[""article_type=原创""]",719,,,,,
e9d24bfa7ebff01c6a08c4fb,jiqizhixin,2024-05-30,3D资产生成领域福音：自动化所、北邮团队联合打造材质生成新范式,https://www.jiqizhixin.com/articles/2024-05-30-2,original_pending_review,"[""article_type=原创""]",2019,,,,,
87656219a78e7724554e9eb4,jiqizhixin,2021-09-18,全员远程办公，半年入1亿美元：GitHub的最大竞争对手要上市了,https://www.jiqizhixin.com/articles/2021-09-18-6,original_pending_review,"[""article_type=原创""]",754,,,,,
24c80060d517bd05639eb7a7,jiqizhixin,2022-02-06,华人一作统一「视觉-语言」理解与生成：一键生成图像标注，完成视觉问答，Demo可玩,https://www.jiqizhixin.com/articles/2022-02-06,original_pending_review,"[""article_type=原创""]",2391,,,,,
8cd3fe1399c8358f475a92de,jiqizhixin,2021-11-22,引入N-gram改进Transformer架构，ACL匿名论文超越Primer等基准,https://www.jiqizhixin.com/articles/2021-11-22-4,original_pending_review,"[""article_type=原创""]",1185,,,,,
10dd68d372505e03fd3b0a0b,jiqizhixin,2023-10-12,手把手教你剪「羊驼」，陈丹琦团队提出LLM-Shearing大模型剪枝法,https://www.jiqizhixin.com/articles/2023-10-12-6,original_pending_review,"[""article_type=原创""]",2352,,,,,
5cd492e0e514f5e5cdbc6e5f,jiqizhixin,2023-11-07,GPT-4 Turbo更强更便宜，GPTs、GPT商店最大亮点，这是OpenAI首个开发者日,https://www.jiqizhixin.com/articles/2023-11-7-10,original_pending_review,"[""article_type=原创""]",2913,,,,,
5c943d65fb2210abbe209b9d,jiqizhixin,2023-10-12,量子计算经典课：专家团带你读量子计算「圣经」，五小时详解六大核心知识点,https://www.jiqizhixin.com/articles/2023-10-12-8,original_pending_review,"[""article_type=原创""]",960,,,,,
76d9af657b23dce814eeb942,jiqizhixin,2024-05-01,余承东卸任华为终端BG CEO，何刚将接任,https://www.jiqizhixin.com/articles/2024-05-02-2,original_pending_review,"[""article_type=原创""]",703,,,,,
e656a68e0947104f85a90b23,jiqizhixin,2023-09-04,字节提出 Vi-PRoM 视觉预训练方案，机器人操作成功率更高，操作效果更好了,https://www.jiqizhixin.com/articles/2023-09-04-7,original_pending_review,"[""article_type=原创""]",1143,,,,,
30b9ffb5fd835569388eee24,jiqizhixin,2023-10-13,谷歌2023博士奖学金公布，67位博士生获奖，华人近20位,https://www.jiqizhixin.com/articles/2023-10-13-5,original_pending_review,"[""article_type=原创""]",1622,,,,,
0df86bf1d7f879abc2b742f6,jiqizhixin,2024-05-16,拿纱布、抓针头，英伟达与多所高校合作，开发手术机器人,https://www.jiqizhixin.com/articles/2024-05-16-9,original_pending_review,"[""article_type=原创""]",794,,,,,
88e15fd7dad8d2783b01be05,jiqizhixin,2023-04-01,叫停GPT-4后续AI大模型！马斯克、Bengio等人发出公开信，千人响应,https://www.jiqizhixin.com/articles/2023-04-01,original_pending_review,"[""article_type=原创""]",1597,,,,,
d044b09c5bd378a8950e6218,jiqizhixin,2023-11-02,用FP8训练大模型有多香？微软：比BF16快64%，省42%内存,https://www.jiqizhixin.com/articles/2023-11-02-10,original_pending_review,"[""article_type=原创""]",2921,,,,,
4de588ec069b911b1b243de3,jiqizhixin,2023-11-09,「iPhone杀手」真来了：无屏、集成GPT-4、OpenAI CEO和微软背书，699美元,https://www.jiqizhixin.com/articles/2023-11-09-14,original_pending_review,"[""article_type=原创""]",1490,,,,,
fad56cf7dd43cacc459a9b91,jiqizhixin,2023-09-18,速度快约8倍且成功率更高，浙大&碳硅智慧开发基于蛋白口袋的3D分子生成模型ResGen,https://www.jiqizhixin.com/articles/2023-9-18-23,original_pending_review,"[""article_type=原创""]",1688,,,,,
7ede63a5095c48410962fbfd,jiqizhixin,2024-05-27,全面超越DPO：陈丹琦团队提出简单偏好优化SimPO，还炼出最强8B开源模型,https://www.jiqizhixin.com/articles/2024-05-27-8,original_pending_review,"[""article_type=原创""]",2762,,,,,
50b828c84dbdac96da878ae5,jiqizhixin,2023-11-09,大模型走捷径「刷榜」？数据污染问题值得重视,https://www.jiqizhixin.com/articles/2023-11-09-7,original_pending_review,"[""article_type=原创""]",1830,,,,,
9c3da0345e97764d38be7de1,jiqizhixin,2021-08-08,用一张草图创建GAN模型，新手也能玩转，朱俊彦团队新研究入选ICCV 2021,https://www.jiqizhixin.com/articles/2021-08-08,original_pending_review,"[""article_type=原创""]",2386,,,,,
723d1f75f818d5aa63d1782f,jiqizhixin,2024-02-20,更乱了！已经有真人视频冒充Sora了，威尔·史密斯吃意大利面玩梗,https://www.jiqizhixin.com/articles/2024-02-20-7,original_pending_review,"[""article_type=原创""]",1584,,,,,
e7bdd871f45cc11e19b00f02,jiqizhixin,2023-08-04,Nature：38所机构、200余篇文献、Yoshua Bengio领衔团队综述AI时代的科学发现,https://www.jiqizhixin.com/articles/2023-8-4-25,original_pending_review,"[""article_type=原创""]",2434,,,,,
6f4308cffd522efd9dffaf70,jiqizhixin,2023-09-26,大模型可解释性你能理得清吗？综述已来，一文解你疑惑,https://www.jiqizhixin.com/articles/2023-09-26,original_pending_review,"[""article_type=原创""]",2725,,,,,
552a90a3f24cf3a0a56ae17b,jiqizhixin,2023-09-19,「字少信息量大」，Salesforce、MIT 研究者手把手教 GPT-4「改稿」，数据集已开源,https://www.jiqizhixin.com/articles/2023-09-19-7,original_pending_review,"[""article_type=原创""]",1856,,,,,
44f7193de55b94460aa94c83,jiqizhixin,2023-09-08,LLaMA微调显存需求减半，清华提出4比特优化器,https://www.jiqizhixin.com/articles/2023-09-08-5,original_pending_review,"[""article_type=原创""]",2955,,,,,
5070e206c84d25b73d354db9,jiqizhixin,2022-10-12,12nm战胜4nm｜权威AI测试MLPerf放榜，单卡算力超H100！,https://www.jiqizhixin.com/articles/2022-10-09-5,original_pending_review,"[""article_type=原创""]",559,,,,,
0afb695ab0ca6e1464257611,jiqizhixin,2023-09-21,这场更贴近用户的终端侧革命，是生成式AI全民化的关键,https://www.jiqizhixin.com/articles/2023-09-21-5,original_pending_review,"[""article_type=原创""]",3557,,,,,
f58aa7e373f216c50420cc5b,jiqizhixin,2023-06-09,ICLR 2023 Spotlight｜节省95%训练开销，清华黄隆波团队提出强化学习专用稀疏训练框架RLx2,https://www.jiqizhixin.com/articles/2023-06-09-3,original_pending_review,"[""article_type=原创""]",2929,,,,,
b22137fdaff3ca8dc1d72095,jiqizhixin,2023-07-26,ICML2023杰出论文大幅减少至6篇，北大、武理工校友获奖，大模型水印受青睐,https://www.jiqizhixin.com/articles/2023-07-26-5,original_pending_review,"[""article_type=原创""]",1493,,,,,
